QuestionID,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
IMS-0071,ANATOMY,,"During thyroid surgery, ligation of the superior thyroid artery while operating on the gland's upper pole can impair a patient's ability to modulate pitch. Which nerve is most likely at risk?",External laryngeal nerve,,,,,A,
IMS-0072,ANATOMY,,The patient has difficulty elevating the arm; the medial border of the scapula protrudes when they push against a wall. What is the diagnosis and which nerve is most likely injured?,Winged scapula – long thoracic nerve,,,,,A,
IMS-0073,ANATOMY,,Which lymph nodes lie along the anterior axillary fold?,Anterior axillary lymph nodes,,,,,A,
IMS-0074,ANATOMY,,A stent was placed in the region of the heart that contains the muscular band connecting the interventricular septum to the anterior papillary muscle of the right ventricle. What is this structure called?,Moderator band,,,,,A,
IMS-0075,ANATOMY,,"During pelvic surgery, which relation of the ureter should the surgeon keep in mind to avoid injury?",Lateral to uterine artery,,,,,A,
IMS-0076,ANATOMY,,"A patient has loss of hip flexion, adduction, and internal rotation. Which muscle is primarily responsible?",Pectineus,,,,,A,
IMS-0077,ANATOMY,,"A patient sustained a splinter injury from a blast, resulting in damage to the pericardium. During surgery, the surgeon inserted her fingers into the pericardium to locate a piece of shrapnel, moving inferiorly, then upwards and to the right, where her fingers stopped at a cul-de-sac near the base of the heart. What is the most likely location of her fingers?",Oblique sinus,,,,,A,
IMS-0078,ANATOMY,,The second part of the duodenum is partially retroperitoneal. Which structure typically lies anterior to the second part of the duodenum?,Transverse Colon,,,,,A,
IMS-0079,ANATOMY,,Which muscle is responsible for whistling and blowing?,Buccinator,,,,,A,
IMS-0080,ANATOMY,,"After mastectomy, a patient cannot lift objects to a high shelf. Which nerve is injured?",Long thoracic nerve,,,,,A,
IMS-0081,ANATOMY,,What is the primary sacral plexus root value for the pudendal nerve?,"S2, S3, S4",,,,,A,
IMS-0082,ANATOMY,,A young boy had a testicular tumor for which an orchidectomy was performed. The right testicular vein was ligated to prevent seeding of the tumor; it drains into the:,IVC,,,,,A,
IMS-0083,ANATOMY,,"During neck dissection, a surgeon identifies the thoracic duct. At which anatomical landmark does the thoracic duct normally terminate?",Junction of left internal Jugular & left subclavian vein,,,,,A,
IMS-0084,ANATOMY,,Thoracocentesis is performed at the 9th intercostal space at the midaxillary line. Which structure is at risk?,9th intercostal nerve,,,,,A,
IMS-0085,ANATOMY,,A patient experiences pain and difficulty when combing her hair or reaching for a high cupboard. The nerve supplying these muscles arises from which part of the brachial plexus?,Upper trunk,,,,,A,
IMS-0086,ANATOMY,,Which nerve is injured if a patient cannot flex the thumb IP joint and index DIP joint?,Median nerve (AIN),,,,,A,
IMS-0087,ANATOMY,,A boy presents with a middle ear infection with a history of pharyngitis. Which pathway allowed the spread of infection?,Eustachian tube,,,,,A,
IMS-0088,ANATOMY,,A patient presented with a right-sided inguinal hernia. Cough impulse is positive but the deep ring occlusion test is negative. Which anatomical landmark is used to differentiate between direct and indirect inguinal hernia?,Inferior epigastric vessels,,,,,A,
IMS-0089,ANATOMY,,A patient has weakness in hip flexion and knee extension. Which nerve supplies the muscle acting on both joints?,Femoral nerve,,,,,A,
IMS-0090,ANATOMY,,What is the anatomical location of the superior parathyroid gland?,"Posterior to RLN, cranial to inferior thyroid artery",,,,,A,
IMS-0091,ANATOMY,,A patient has a tumor in the head of the pancreas. Which structure is most likely to show obstruction first?,Common bile duct,,,,,A,
IMS-0092,ANATOMY,,Which muscle is primarily responsible for performing supination of the forearm?,Biceps brachii,,,,,A,
IMS-0093,ANATOMY,,"During ligation at the pelvic brim, which structure lies closest to the ureter and must be avoided?",Infundibulopelvic (ovarian) vessels,,,,,A,
IMS-0094,ANATOMY,,Posterior 1/3 of the tongue has lost taste sensation. Which nerve is damaged?,Glossopharyngeal,,,,,A,
IMS-0095,ANATOMY,,A skull base tumor compresses the foramen ovale. The patient has weakness of muscles of mastication except one muscle remains functional. Which muscle action is spared?,Depression (opening mouth),,,,,A,
IMS-0096,ANATOMY,,"During a TURP procedure, a urologist observes two arteries at 5 o'clock and 7 o'clock positions on the prostatic capsule. These vessels are the branches of the inferior vesical artery and are known as the:",Flock's arteries,,,,,A,
IMS-0097,ANATOMY,,Nerve supply to the stapedius muscle is?,Facial Nerve,,,,,A,
IMS-0098,ANATOMY,,"A patient sustains a stab wound 2cm deep at 5th intercostal space, 4cm from the midaxillary line. Which of the following structures is most likely to be damaged?",Intercostal artery,,,,,A,
IMS-0099,ANATOMY,,"A female had a left MRM, now presented with mild swelling of the left arm and loss of sensation in the upper arm, her scapula is also deformed. The nerve involved is:",Long thoracic,,,,,A,
IMS-0100,ANATOMY,,The artery involved in Extradural hematoma is the:,Middle Meningeal Artery,,,,,A,
IMS-0101,ANATOMY,,A patient with long-standing cirrhosis develops portal hypertension and presents with caput medusae. Which vein becomes recanalized and connects the portal venous system to the Inferior Vena Cava via the systemic circulation at the umbilicus?,Paraumbilical vein,,,,,A,
IMS-0102,ANATOMY,,"A surgeon planned a radical nephrectomy of the patient. On a posterior approach, he is bound to encounter:",12th rib,,,,,A,
IMS-0103,ANATOMY,,"The P3 segment of Posterior cerebral artery which gives rise to the medial and lateral posterior choroidal arteries, is located in which cistern?",Quadrigeminal cistern,,,,,A,
IMS-0104,ANATOMY,,"In Appendectomy, which nerve is commonly injured?",Ilioinguinal nerve,,,,,A,
IMS-0105,ANATOMY,,"During a chest wall procedure, a vertical incision is made near the lateral border of the sternum. Which artery is MOST at risk of injury?",Internal thoracic artery,,,,,A,
IMS-0106,ANATOMY,,An athlete cannot abduct his arm for the first 30 degrees. Which muscle is primarily responsible?,Supraspinatus,,,,,A,
IMS-0107,ANATOMY,,"Patient presented with nerve root injury having loss of abduction of the arm in 15-degree, nerve passes through quadrangular space. Which of the following nerve is involved?",Axillary nerve,,,,,A,
IMS-0108,ANATOMY,,A patient sustains a 2 cm penetrating injury at the left 5th intercostal space midclavicular line. Which structure is most at risk?,Heart/Lung/Pleura,,,,,A,
IMS-0109,ANATOMY,,"A patient presented with a neck injury involving cervical segments C4, 5, 6 having loss of sensation on the ventral surface of the forearm. Nerve roots injured:","C5, C6",,,,,A,
IMS-0110,ANATOMY,,Peptic ulcer pain is referred by which nerve?,Greater Splanchnic nerve (T5-T9),,,,,A,
IMS-0111,ANATOMY,,Aspiration scenario: Nut is present in right main bronchus. Why?,"Wider, shorter, more vertical",,,,,A,
IMS-0112,ANATOMY,,A patient complains of epigastric visceral pain. Which nerve primarily transmits this sensation to the CNS?,Greater splanchnic nerve,,,,,A,
IMS-0113,ANATOMY,,"During vascular examination of the popliteal fossa, which structure lies deepest?",Popliteal artery,,,,,A,
IMS-0114,ANATOMY,,"Patient presented with GERD and postprandial pain that relieves on eating, on endoscopy there is minor bleed on back wall of duodenum, artery in this region with potential to bleed:",Gastroduodenal artery,,,,,A,
IMS-0115,ANATOMY,,"During neuroanatomy dissection, a student is asked where the facial nucleus is located in the brainstem.",Facial colliculus,,,,,A,
IMS-0116,ANATOMY,,Cranial nerves VII & VIII pass through which structure?,Internal acoustic meatus,,,,,A,
IMS-0117,ANATOMY,,A hypertensive man presents with severe abdominal pain localized to the left lower quadrant. CT angiography shows ischemia of the distal descending colon and sigmoid colon. Which artery is most likely compromised?,Inferior mesenteric artery branches (Sigmoidal),,,,,A,
IMS-0118,ANATOMY,,A male presents with numbness and tingling in the first dorsal web space of the foot after a mid-shaft tibial fracture. Which nerve is most likely injured?,Deep peroneal nerve,,,,,A,
IMS-0119,ANATOMY,,A man with renal colic reports sharp flank pain radiating to the scrotum. Which nerve carries this referred pain?,Genitofemoral / Ilioinguinal nerve,,,,,A,
IMS-0120,ANATOMY,,"Damage to the adductor canal, which will NOT be affected?",Femoral nerve (only saphenous branch is inside),,,,,A,
IMS-0121,ANATOMY,,"In surgery involving the recurrent laryngeal nerve, which major artery is used as a landmark for identification?",Inferior thyroid artery,,,,,A,
IMS-0122,ANATOMY,,The suprascapular nerve supplying supraspinatus and infraspinatus arises from:,Upper trunk of brachial plexus (C5-C6),,,,,A,
IMS-0123,ANATOMY,,"During small bowel surgery, two arterial arrangements are noted: a single arcade and a double arcade. Which statement is correct?","Jejunum has 1-2 arcades, long vasa recta",,,,,A,
IMS-0124,ANATOMY,,Injury to the Talus bone causes damage to which arch?,Medial longitudinal arch,,,,,A,
IMS-0125,ANATOMY,,A patient presents after fractures of the radius and ulna. He cannot flex the thumb IP joint and index finger DIP joint. Which nerve is most likely injured?,Median nerve (Anterior Interosseous Nerve),,,,,A,
IMS-0126,ANATOMY,,A patient has decreased sensation over the lateral wrist and thumb. The affected dermatome is:,C6,,,,,A,
IMS-0127,ANATOMY,,Left renal vein entrapment (Nutcracker syndrome) occurs due to compression between:,SMA & Aorta,,,,,A,
IMS-0128,ANATOMY,,A patient has a right vocal cord fixed in the median position with a loss of its abduction (opening). Which specific muscle is likely paralyzed?,Posterior Cricoarytenoid Muscle,,,,,A,
IMS-0129,ANATOMY,,Ureter is inserted into the bladder at which site?,Posterior,,,,,A,
IMS-0130,ANATOMY,,"During examination, the surgeon notes that the breast lies on top of a specific muscle. Which muscle forms the base?",Pectoralis major,,,,,A,
IMS-0131,ANATOMY,,The primary lymphatic drainage route for the skin and superficial structures of the labia majora is to which group of lymph nodes?,Superficial inguinal nodes,,,,,A,
IMS-0132,ANATOMY,,"RTA patient with right humeral fracture, paresthesia over the portion of upper arm, flattening of the muscle and anterior dislocation of the shoulder, nerve involved is?",Axillary nerve,,,,,A,
IMS-0133,ANATOMY,,"During vascular examination of the popliteal fossa, which structure lies deepest?",Popliteal artery,,,,,A,
IMS-0134,ANATOMY,,A venipuncture attempt injures a structure lying medial to the brachial artery in the cubital fossa. Which structure is most at risk?,Median nerve,,,,,A,
IMS-0135,ANATOMY,,The Psoas muscle primarily inserts onto which bony landmark?,Lesser trochanter of the femur,,,,,A,
IMS-0136,ANATOMY,,"A woman underwent surgical excision of the left submandibular gland due to a chronic sialolith. Postoperatively, she complains of numbness on the anterior of her tongue on the same side. Which of the following nerves was most likely injured during the procedure?",Lingual nerve,,,,,A,
IMS-0137,ANATOMY,,A surgeon performing hysterectomy identifies ureter as it:,Crosses beneath the uterine artery,,,,,A,
IMS-0138,ANATOMY,,Nerve damaged in submandibular gland surgery?,Lingual nerve,,,,,A,
IMS-0139,ANATOMY,,A patient presents with severe flank pain that acutely radiates to the scrotum and penis. Which nerve is primarily responsible for the referred pain in this scenario?,Genitofemoral nerve,,,,,A,
IMS-0140,ANATOMY,,"A foreign body, when aspirated in the supine position, most commonly travels to which area of the lung?",Apical segment of the right lower lobe,,,,,A,
IMS-0141,ANATOMY,,The pain of Acute appendicitis over umbilical region is referred through:,T10 sympathetic nerve fibers,,,,,A,
IMS-0142,ANATOMY,,"During small bowel surgery, which feature is typical of the jejunum?","Plicae circulares are more prominent, less fat in mesentery",,,,,A,
IMS-0143,ANATOMY,,A patient has uvula deviation to the left and soft palate droop after tonsillectomy. Which muscle is spared?,Tensor veli palatini,,,,,A,
IMS-0144,ANATOMY,,A patient cannot perform pincer movement involving the index finger. Which nerve is damaged?,Median nerve (Anterior interosseous branch),,,,,A,
IMS-0145,ANATOMY,,"During cadaveric dissection, a surgeon wants to identify what prevents the ascent of a horseshoe kidney.",Inferior mesenteric artery,,,,,A,
IMS-0146,ANATOMY,,Appendicitis pain shifts from the umbilical region to the RIF through?,Visceral pain via T10 sympathetic nerve fibers to parietal pain via somatic nerves,,,,,A,
IMS-0147,ANATOMY,,An athlete doing a chin-up moves his hands above his shoulder. The muscle responsible is:,Latissimus Dorsi,,,,,A,
IMS-0148,ANATOMY,,A patient presents with loss of sensation over the medial 1.5 fingers and medial palm. Which nerve is likely damaged?,Ulnar nerve,,,,,A,
IMS-0149,ANATOMY,,"A patient presented to the emergency department, and a CT head revealed an Epidural hematoma. The artery involved in the majority of EDH cases primarily supplies the?",Calvaria (Dura mater/Skull vault),,,,,A,
IMS-0150,ANATOMY,,A radiologist identifies a structure at the sternal angle (Angle of Louis) on imaging.,Arch of aorta / Tracheal bifurcation,,,,,A,
IMS-0151,ANATOMY,,A patient presents with a stab injury at the right 3rd Intercostal Space near the sternum. Which of the following muscles is most likely to be directly damaged by the penetrating trauma?,Pectoralis Major Muscle,,,,,A,
IMS-0152,ANATOMY,,"Weakness in first 3.5 fingers, but thenar eminence preserved. Which structure is compressed between these muscles?",Median nerve compression proximal to carpal tunnel (e.g. Pronator teres syndrome),,,,,A,
IMS-0153,ANATOMY,,Injury to the cervical area. The patient is present with respiratory distress. Injury to which nerve?,"Phrenic nerve (C3, C4, C5)",,,,,A,
IMS-0154,ANATOMY,,A patient presents with psoas abscess. The psoas muscle inserts into which structure?,Lesser trochanter of femur,,,,,A,
IMS-0155,ANATOMY,,Weight of a normal prostate:,18-20 grams,,,,,A,
IMS-0156,ANATOMY,,A bedridden patient presents to the ER with sudden onset of SOB. X-rays confirm aspiration of gastric contents into the airways. Which segment of lung is most likely involved?,Apical segment of right lower lobe,,,,,A,
IMS-0157,ANATOMY,,A tumor in the pterygopalatine fossa is seen extending into the infratemporal fossa. Through which structure does it pass?,Pterygomaxillary fissure,,,,,A,
IMS-0158,ANATOMY,,A patient cannot feel sensation over the medial thigh. Which nerve is most likely affected?,Obturator nerve,,,,,A,
IMS-0159,ANATOMY,,Which structure directly drains into the superior vena cava (SVC)?,Azygos vein,,,,,A,
IMS-0160,ANATOMY,,"A patient presents to the emergency room following a knife injury to the gluteal region, specifically superior to the piriformis muscle. Which major nerve is most likely to be injured at this location?",Superior Gluteal Nerve,,,,,A,
IMS-0161,ANATOMY,,A teenager develops a boil in the danger triangle of the face. The infection spreads to the cavernous sinus. Through which vessel did the spread occur?,Facial vein,,,,,A,
IMS-0162,ANATOMY,,A patient using eye drops reports a sour or bitter taste in the mouth shortly after application. Which anatomical structure is the first point of contact between the drug solution and the taste receptors?,Nasopharynx,,,,,A,
IMS-0163,ANATOMY,,Gunshot wound 2 cm above the sternal angle. Which structure is likely preserved?,Heart and pericardium,,,,,A,
IMS-0164,ANATOMY,,The most common cause of significant bleeding from a posterior duodenal ulcer is erosion into which artery?,Gastroduodenal Artery,,,,,A,
IMS-0165,ANATOMY,,"During laparotomy, the surgeon notes a segment of small intestine. Which features suggest it is jejunum?","Prominent plicae circulares, less fat in mesentery",,,,,A,
IMS-0166,ANATOMY,,A man has recurrent posterior nasal bleeding from the lateral wall of the nose. Which artery is involved?,Sphenopalatine artery,,,,,A,
IMS-0167,ANATOMY,,A patient presented with anatomical snuff box injury which is bleeding profusely; artery involved is:,Radial artery,,,,,A,
IMS-0168,ANATOMY,,A patient develops ischemic colitis localized to the transverse colon. Which artery is most likely involved?,Middle colic artery,,,,,A,
IMS-0169,ANATOMY,,A 30-year man presented with difficulty in dorsiflexion of foot after a knee injury. The sensation of the foot is intact. Which nerve is most likely affected?,Deep Fibular (Peroneal) nerve,,,,,A,
IMS-0170,ANATOMY,,A factory worker presents with decreased sensation over the medial hypothenar area and medial 1/3 of the dorsum of the hand. He also has weak finger abduction. Which nerve is injured?,Ulnar nerve,,,,,A,
IMS-0171,ANATOMY,,"After a tonsillectomy, a patient suffers from diminished movements of the soft palate. On examination, there is an absent gag reflex, and glottis opening is impaired. The nerve damage involved is:",Glossopharyngeal (CN IX),,,,,A,
IMS-0172,ANATOMY,,Which structure is lying deepest in the popliteal fossa?,Popliteal artery,,,,,A,
IMS-0173,ANATOMY,,"A woman undergoes submandibular gland excision. During the procedure, a surgeon is careful to avoid injury to a nerve. What is the most reliable landmark for identifying the marginal mandibular nerve?",Inferior border of the mandible,,,,,A,
IMS-0174,ANATOMY,,"A patient presented with a ureteric stone, having referred pain to the groin and scrotum. Which nerve carries sensory fibers and is responsible for this pattern?",Genitofemoral nerve,,,,,A,
IMS-0175,ANATOMY,,"During retroperitoneal surgery, the surgeon notes an artery lying anterior to the IVC on the right side. Which artery is this most likely?",Right testicular (gonadal) artery,,,,,A,
IMS-0176,ANATOMY,,A patient with cirrhosis and portal hypertension exhibits dilated abdominal veins. This collateral circulation is due to the shunting of blood from the portal system to the systemic circulation via which major venous system?,Azygous / Paraumbilical veins,,,,,A,
IMS-0177,ANATOMY,,Cervical lymph node level continuous with mediastinal lymph nodes:,Level 7,,,,,A,
IMS-0178,ANATOMY,,"During gastric cancer surgery, lymph nodes along the greater curvature are sampled. These nodes receive blood supply primarily from:",Left and Right gastroepiploic arteries,,,,,A,
IMS-0179,ANATOMY,,A patient has nasal furunculosis and eye involvement. Through which vein can infection spread to the cavernous sinus/orbit?,Facial vein / Ophthalmic vein,,,,,A,
IMS-0180,ANATOMY,,What is the anatomical landmark differentiating a direct vs indirect inguinal hernia?,Inferior epigastric vessels,,,,,A,
IMS-0181,ANATOMY,,A woman is diagnosed with cervical carcinoma. Which group of lymph nodes is typically the first echelon site for metastasis?,Internal and External Iliac / Obturator nodes,,,,,A,
IMS-0182,ANATOMY,,Loss of taste sensation on the anterior 2/3 of the tongue. Which nerve is damaged?,Chorda Tympani (Branch of CN VII),,,,,A,
IMS-0183,ANATOMY,,A male presents with numbness and tingling in the first dorsal web space of the foot after a mid-shaft tibial fracture. Which nerve is most likely injured?,Deep peroneal nerve,,,,,A,
IMS-0184,ANATOMY,,Group of muscles involved in abduction of arm:,Supraspinatus and deltoid,,,,,A,
IMS-0185,ANATOMY,,Difficulty initiating shoulder abduction from 0 to 15 degrees suggests damage to which muscle?,Supraspinatus,,,,,A,
IMS-0186,ANATOMY,,Which vein accompanies the left anterior descending artery?,Great cardiac vein,,,,,A,
IMS-0187,ANATOMY,,A patient has bleeding due to rupture of a posterior duodenal ulcer. Which artery is the source of this hemorrhage?,Gastroduodenal artery,,,,,A,
IMS-0188,ANATOMY,,A patient experiences pain and bleeding after trauma to the anatomical snuffbox. Which structure is most likely injured?,Radial artery,,,,,A,
IMS-0189,ANATOMY,,Which part of the large intestine is usually spared in an intestinal infarction caused by superior mesenteric artery occlusion?,Descending colon,,,,,A,
IMS-0190,ANATOMY,,"A patient has a splinter injury from a blast causing damage to the inferior pericardium. During surgery, the surgeon inserts fingers into the pericardial cavity and moves inferiorly, then upwards and rightward, stopping at a pericardial recess near the base of the heart. Identify the anatomical location.",Oblique sinus,,,,,A,
IMS-0191,ANATOMY,,Damage to the ulnar nerve causes loss of sensation in which area of the hand?,Medial 1.5 fingers of the palmar and dorsal hand,,,,,A,
IMS-0192,ANATOMY,,A patient has lost supination and elbow flexion along with sensory loss over the lateral forearm after a nerve injury. Which nerve is most likely affected?,Musculocutaneous nerve,,,,,A,
IMS-0193,ANATOMY,,A patient undergoes thyroidectomy and develops a low-pitched voice with inability to produce high-pitched sounds postoperatively. Which nerve is most likely injured?,External laryngeal nerve,,,,,A,
IMS-0194,ANATOMY,,"A newborn with abdominal distension and vomiting was diagnosed with Hirschsprung disease, which involves the absence of parasympathetic ganglia. Identify the spinal cord segments providing preganglionic fibers to these ganglia.","S2, S3, S4",,,,,A,
